title,N,thesession_url,type,file_name,yt_link,instrumentation,instrument,segmentation,beats
Banish Misfortune,9,,jig,09_v02.mp3,youtube.com/watch/0n8IfTPI6Y8,ensemble,"guitar, whistle","[8.096326531, 15.295510204, 22.473469388, 29.633446712, 36.788117914, 43.885714286]","[0.228571429, 0.896507937, 1.442539683, 1.965714286, 2.510997732, 2.998095238, 3.456507937, 3.94031746, 4.40952381, 4.871836735, 5.323265306, 5.775714286, 6.266938776, 6.698367347, 7.131428571, 7.611723356, 8.096326531, 8.522040816, 8.991020408, 9.454285714, 9.895102041, 10.348843537, 10.779863946, 11.213061224, 11.691972789, 12.146938776, 12.59537415, 13.081360544, 13.522721088, 13.989795918, 14.399591837, 14.860816327, 15.295510204, 15.748979592, 16.209795918, 16.664489796, 17.068163265, 17.526122449, 17.965306122, 18.431428571, 18.857142857, 19.295918367, 19.79138322, 20.217777778, 20.659591837, 21.093877551, 21.570975057, 22.011950113, 22.473469388, 22.904081633, 23.363265306, 23.83, 24.289342404, 24.697505669, 25.183492063, 25.621768707, 26.039002268, 26.510657596, 26.93877551, 27.39138322, 27.860770975, 28.27755102, 28.723809524, 29.188208617, 29.633446712, 30.091247166, 30.562721088, 31.02585034, 31.464852608, 31.894421769, 32.352539683, 32.774081633, 33.213696145, 33.676077098, 34.112244898, 34.561315193, 35.018594104, 35.446349206, 35.89015873, 36.36462585, 36.788117914, 37.277097506, 37.714285714, 38.19138322, 38.62675737, 39.062131519, 39.506893424, 39.967346939, 40.404535147, 40.88600907, 41.331519274, 41.766893424, 42.224036281, 42.650340136, 43.114739229, 43.546485261]"
Banish Misfortune,9,,jig,09_v03.mp3,youtube.com/watch/AHx8xsp8EMI,solo,guitar,"[11.753287982, 21.453061224, 31.257687075, 40.951292517, 50.543061224, 60.395102041]","[1.384489796, 2.115918367, 3.243537415, 3.867936508, 4.526077098, 5.146485261, 5.810816327, 6.383673469, 6.960544218, 7.584580499, 8.143310658, 8.74739229, 9.336961451, 9.921088435, 10.521655329, 11.134693878, 11.753287982, 12.371882086, 12.992290249, 13.610884354, 14.259092971, 14.860770975, 15.463038549, 16.043537415, 16.640362812, 17.320634921, 17.857959184, 18.455736961, 19.073741497, 19.641904762, 20.216598639, 20.82829932, 21.453061224, 22.077823129, 22.652517007, 23.253333333, 23.838911565, 24.457709751, 25.10585034, 25.732063492, 26.337959184, 26.930068027, 27.532176871, 28.162176871, 28.784761905, 29.44, 30.053922902, 30.652517007, 31.257687075, 31.878095238, 32.487619048, 33.07537415, 33.634829932, 34.253061224, 34.864761905, 35.461995465, 36.077278912, 36.675079365, 37.299002268, 37.912380952, 38.554557823, 39.153514739, 39.749659864, 40.354829932, 40.951292517, 41.532517007, 42.12244898, 42.751564626, 43.358253968, 43.974965986, 44.554013605, 45.154829932, 45.770884354, 46.336870748, 46.937687075, 47.590748299, 48.14585034, 48.738367347, 49.317006803, 49.902993197, 50.543061224, 51.130340136, 51.802993197, 52.423401361, 53.031133787, 53.646802721, 54.247619048, 54.833197279, 55.442653061, 56.062585034, 56.67047619, 57.273469388, 57.874285714, 58.490566893, 59.119455782, 59.742040816]"
Banish Misfortune,9,,jig,09_v04.mp3,youtube.com/watch/avPstyTW-T8,ensemble,"guitar, fiddle","[7.786666667, 15.453605442, 23.123174603, 30.839365079, 38.582857143, 46.199002268]","[0.055873016, 0.576507937, 1.073106576, 1.57170068, 2.039727891, 2.523219955, 2.975782313, 3.482993197, 3.968435374, 4.456054422, 4.91755102, 5.38122449, 5.868843537, 6.358639456, 6.870204082, 7.309931973, 7.786666667, 8.293877551, 8.759727891, 9.254444444, 9.736666667, 10.226938776, 10.684081633, 11.197823129, 11.670839002, 12.133877551, 12.606258503, 13.072108844, 13.531428571, 14.055102041, 14.536961451, 14.976870748, 15.453605442, 15.939047619, 16.439591837, 16.938231293, 17.386666667, 17.893877551, 18.337959184, 18.803809524, 19.271836735, 19.765986395, 20.240544218, 20.732517007, 21.19292517, 21.682721088, 22.145306122, 22.613333333, 23.123174603, 23.624739229, 24.102312925, 24.558367347, 25.060657596, 25.542789116, 25.999977324, 26.473718821, 26.964897959, 27.437278912, 27.924897959, 28.419047619, 28.913197279, 29.405170068, 29.878276644, 30.333968254, 30.839365079, 31.335328798, 31.796825397, 32.304761905, 32.801088435, 33.285804989, 33.808979592, 34.25122449, 34.717414966, 35.22031746, 35.71047619, 36.172811791, 36.678820862, 37.172993197, 37.650952381, 38.124263039, 38.582857143, 39.078276644, 39.555192744, 40.068798186, 40.547845805, 41.04707483, 41.506235828, 42.015555556, 42.448979592, 42.971791383, 43.430022676, 43.90893424, 44.408163265, 44.884172336, 45.379229025, 45.838367347]"
Banish Misfortune,9,,jig,09_v05.mp3,youtube.com/watch/BYxTv8bVRUc,solo,fiddle,"[10.103038549, 18.236734694, 26.463197279, 34.612834467, 42.82122449, 50.656507937]","[1.302494331, 1.890249433, 2.530612245, 3.169546485, 3.724263039, 4.319274376, 4.881632653, 5.438004535, 5.955736961, 6.466417234, 6.989569161, 7.492063492, 7.98185941, 8.517006803, 9.041269841, 9.549206349, 10.103038549, 10.625804989, 11.152993197, 11.679705215, 12.163265306, 12.673015873, 13.200612245, 13.723356009, 14.21585034, 14.738412698, 15.241723356, 15.747845805, 16.237482993, 16.757120181, 17.263605442, 17.76755102, 18.236734694, 18.795464853, 19.328253968, 19.86031746, 20.357414966, 20.845714286, 21.337142857, 21.812108844, 22.4, 22.837346939, 23.353628118, 23.883174603, 24.393650794, 24.914285714, 25.418911565, 25.902222222, 26.463197279, 27.008888889, 27.537800454, 28.083809524, 28.585396825, 29.10185941, 29.583673469, 30.077097506, 30.551655329, 31.083922902, 31.589115646, 32.069659864, 32.570340136, 33.082018141, 33.604217687, 34.078185941, 34.612834467, 35.080997732, 35.677460317, 36.176689342, 36.722244898, 37.266439909, 37.790566893, 38.254875283, 38.784580499, 39.308480726, 39.84122449, 40.372199546, 40.846802721, 41.299591837, 41.8330839, 42.295147392, 42.82122449, 43.389387755, 43.893900227, 44.441428571, 44.966780045, 45.466780045, 45.959183673, 46.426122449, 46.931972789, 47.435578231, 47.936689342, 48.420657596, 48.895238095, 49.372222222, 49.878367347, 50.371496599]"
Banish Misfortune,9,,jig,09_v06.mp3,youtube.com/watch/jU4vSuCenL0,ensemble,"banjo, guitar, percussion","[7.405714286, 14.598095238, 21.767755102, 29.022040816, 36.340657596, 43.755102041, 51.189954649]","[0.177777778, 0.589206349, 1.016575964, 1.4638322, 1.912108844, 2.382630385, 2.815510204, 3.27675737, 3.735759637, 4.207845805, 4.646938776, 5.126575964, 5.572063492, 6.046122449, 6.486349206, 6.953650794, 7.405714286, 7.887664399, 8.320521542, 8.770340136, 9.212108844, 9.671269841, 10.121814059, 10.566530612, 10.99585034, 11.454557823, 11.919092971, 12.371405896, 12.785895692, 13.24553288, 13.695419501, 14.140952381, 14.598095238, 15.029251701, 15.496417234, 15.962267574, 16.396190476, 16.847528345, 17.28537415, 17.73569161, 18.195736961, 18.648526077, 19.098571429, 19.537324263, 19.973945578, 20.420952381, 20.862380952, 21.302562358, 21.767755102, 22.20952381, 22.666666667, 23.114013605, 23.574421769, 24.024693878, 24.484353741, 24.938231293, 25.387188209, 25.860430839, 26.297687075, 26.757006803, 27.204353741, 27.652789116, 28.120816327, 28.555102041, 29.022040816, 29.480045351, 29.958095238, 30.401088435, 30.863673469, 31.316462585, 31.753968254, 32.221587302, 32.66675737, 33.117823129, 33.568435374, 34.038639456, 34.490340136, 34.940793651, 35.400498866, 35.855238095, 36.340657596, 36.801088435, 37.288707483, 37.748027211, 38.20952381, 38.672108844, 39.145827664, 39.629160998, 40.090340136, 40.542040816, 41.00462585, 41.466122449, 41.916734694, 42.381496599, 42.833197279, 43.280544218, 43.755102041, 44.220952381, 44.694421769, 45.167482993, 45.64244898, 46.098503401, 46.5838322, 47.043265306, 47.512426304, 47.974965986, 48.426666667, 48.867482993, 49.325646259, 49.783945578, 50.251972789, 50.72]"
Banish Misfortune,9,,jig,09_v07.mp3,youtube.com/watch/MIpQxq-CoQY,solo,whistle,"[9.296349206, 17.95585034, 26.662312925, 35.182585034, 43.847619048, 52.297142857]","[0.561632653, 1.175510204, 1.700929705, 2.280816327, 2.81675737, 3.357823129, 3.923492063, 4.483265306, 5.016961451, 5.544489796, 6.052244898, 6.612244898, 7.110204082, 7.673469388, 8.200816327, 8.777142857, 9.296349206, 9.864489796, 10.372789116, 10.932018141, 11.464852608, 12.003265306, 12.53877551, 13.078639456, 13.611972789, 14.182312925, 14.711292517, 15.27292517, 15.777959184, 16.315646259, 16.859863946, 17.398276644, 17.95585034, 18.477278912, 18.994648526, 19.502585034, 20.087709751, 20.632380952, 21.156825397, 21.690340136, 22.291156463, 22.824489796, 23.371156463, 23.933401361, 24.463673469, 25.007891156, 25.545578231, 26.091972789, 26.662312925, 27.165170068, 27.719229025, 28.22600907, 28.773877551, 29.311564626, 29.862312925, 30.423945578, 30.970340136, 31.506938776, 32.017414966, 32.552743764, 33.068843537, 33.586938776, 34.151587302, 34.665306122, 35.182585034, 35.739863946, 36.264489796, 36.819591837, 37.342040816, 37.888435374, 38.42829932, 38.996462585, 39.53414966, 40.067482993, 40.596462585, 41.177687075, 41.667482993, 42.218231293, 42.751564626, 43.276190476, 43.847619048, 44.426666667, 44.957460317, 45.504648526, 46.055328798, 46.587936508, 47.158253968, 47.728253968, 48.263174603, 48.782222222, 49.328367347, 49.849478458, 50.349705215, 50.940952381, 51.485782313, 52.020022676]"
Morrison's,10,https://thesession.org/tunes/71,jig,10_v01.mp3,youtube.com/watch/ZtNsHV70vPc,solo,fiddle,"[20.198526077, 40.141723356, 60.137687075, 80.300408163]","[0.278639456, 1.47462585, 2.758639456, 3.964081633, 5.18829932, 6.371405896, 7.664081633, 8.896213152, 10.207800454, 11.408276644, 12.612154195, 13.983492063, 15.175963719, 16.435623583, 17.663265306, 18.874693878, 20.198526077, 21.44, 22.697891156, 23.959727891, 25.164240363, 26.407210884, 27.62537415, 28.850793651, 30.077868481, 31.367029478, 32.624263039, 33.858820862, 35.10814059, 36.373786848, 37.596961451, 38.880453515, 40.141723356, 41.457414966, 42.727142857, 43.99521542, 45.161201814, 46.409138322, 47.693786848, 48.991995465, 50.277006803, 51.440770975, 52.706485261, 53.942811791, 55.14170068, 56.40675737, 57.679115646, 58.95106576, 60.137687075, 61.429387755, 62.698208617, 63.914036281, 65.079727891, 66.292947846, 67.599092971, 68.957460317, 70.199977324, 71.380113379, 72.674693878, 73.959024943, 75.20893424, 76.375056689, 77.676530612, 78.954240363, 80.300408163]"
Morrison's,10,,jig,10_v02.mp3,youtube.com/watch/3iYVrMkQSf4,solo,whistle,"[8.756825397, 16.811791383, 24.560907029, 32.26122449, 39.980408163, 47.676734694]","[0.482562358, 1.047981859, 1.590566893, 2.107210884, 2.631836735, 3.163718821, 3.662947846, 4.177664399, 4.701655329, 5.20707483, 5.72952381, 6.21122449, 6.713469388, 7.237437642, 7.734013605, 8.280816327, 8.756825397, 9.288344671, 9.836553288, 10.345623583, 10.895963719, 11.334240363, 11.845079365, 12.321088435, 12.875464853, 13.334058957, 13.847800454, 14.354195011, 14.831746032, 15.33968254, 15.83600907, 16.323628118, 16.811791383, 17.320566893, 17.820544218, 18.308321995, 18.793650794, 19.246439909, 19.734058957, 20.172335601, 20.688979592, 21.141768707, 21.626485261, 22.126054422, 22.624943311, 23.12478458, 23.580952381, 24.081995465, 24.560907029, 25.004988662, 25.510566893, 25.94829932, 26.485736961, 26.948571429, 27.485555556, 27.931428571, 28.401632653, 28.904489796, 29.351836735, 29.839795918, 30.351723356, 30.860408163, 31.329274376, 31.774693878, 32.256326531, 32.74122449, 33.186712018, 33.707755102, 34.219818594, 34.721836735, 35.193809524, 35.640816327, 36.155079365, 36.613877551, 37.130113379, 37.567346939, 38.085804989, 38.51755102, 39.013877551, 39.525827664, 39.986485261, 40.486530612, 40.95138322, 41.418548753, 41.880816327, 42.354285714, 42.844081633, 43.335192744, 43.817687075, 44.302063492, 44.790748299, 45.257346939, 45.749795918, 46.235170068, 46.687346939, 47.209773243, 47.676734694]"
Morrison's,10,,jig,10_v03.mp3,youtube.com/watch/3JK4DBJoUuo,solo,hammered_dulcimer,"[8.576507937, 17.473219955, 26.573061224, 35.787755102]","[0.094331066, 0.580498866, 1.117460317, 1.575260771, 2.128208617, 2.648979592, 3.128163265, 3.676734694, 4.229251701, 4.729206349, 5.296326531, 5.871020408, 6.392471655, 6.961632653, 7.511473923, 8.019591837, 8.576507937, 9.129750567, 9.684897959, 10.292244898, 10.814693878, 11.391405896, 11.892244898, 12.465668934, 13.022040816, 13.572698413, 14.145804989, 14.698798186, 15.26723356, 15.82170068, 16.329614512, 16.929954649, 17.473219955, 18.013514739, 18.549455782, 19.118253968, 19.693582766, 20.245623583, 20.904489796, 21.440362812, 22.015351474, 22.595918367, 23.203265306, 23.741360544, 24.262743764, 24.841904762, 25.422403628, 25.994852608, 26.573061224, 27.117619048, 27.733265306, 28.306303855, 28.891428571, 29.455102041, 30.060408163, 30.635102041, 31.203265306, 31.777959184, 32.358639456, 32.939342404, 33.515102041, 34.067437642, 34.664489796, 35.213061224, 35.787755102]"
Morrison's,10,,jig,10_v04.mp3,youtube.com/watch/PKJb2NkxxSE,ensemble,"flute, guitar","[10.996825397, 21.678730159, 32.31106576, 43.029319728]","[0.421587302, 1.032063492, 1.686190476, 2.356825397, 3.052698413, 3.667301587, 4.353015873, 5.033650794, 5.709206349, 6.405079365, 7.106031746, 7.66984127, 8.345396825, 9.059886621, 9.695079365, 10.326349206, 10.996825397, 11.662222222, 12.393650794, 13.038730159, 13.693968254, 14.37138322, 15.111768707, 15.704421769, 16.360544218, 17.023310658, 17.691428571, 18.341587302, 19.012063492, 19.695941043, 20.359931973, 21.013333333, 21.678730159, 22.322108844, 23.02984127, 23.706122449, 24.380952381, 25.039659864, 25.756734694, 26.348843537, 26.941972789, 27.685442177, 28.342857143, 28.956734694, 29.631564626, 30.319455782, 31.007346939, 31.599342404, 32.31106576, 32.970521542, 33.638117914, 34.290249433, 35.08739229, 35.691972789, 36.29154195, 36.946961451, 37.647482993, 38.356598639, 39.054512472, 39.709705215, 40.371768707, 41.079727891, 41.707278912, 42.381678005, 43.029319728]"
Morrison's,10,,jig,10_v05.mp3,youtube.com/watch/zjQm1_tLEyg,solo,guitar,"[9.09569161, 17.93015873, 26.488888889, 34.827913832]","[0.200272109, 0.777868481, 1.355056689, 1.88952381, 2.449705215, 3.016077098, 3.581972789, 4.104126984, 4.668253968, 5.231587302, 5.801791383, 6.354081633, 6.893424036, 7.451950113, 8.019591837, 8.544943311, 9.09569161, 9.639183673, 10.176145125, 10.742131519, 11.293605442, 11.847981859, 12.370090703, 12.930884354, 13.50755102, 14.036825397, 14.593015873, 15.134852608, 15.713015873, 16.290249433, 16.850249433, 17.366349206, 17.93015873, 18.48446712, 19.006984127, 19.555555556, 20.118979592, 20.67877551, 21.188571429, 21.737142857, 22.26031746, 22.798730159, 23.321904762, 23.845079365, 24.383492063, 24.92952381, 25.434920635, 25.95047619, 26.488888889, 27.00952381, 27.53015873, 28.053333333, 28.588276644, 29.13015873, 29.668571429, 30.164285714, 30.713854875, 31.22031746, 31.740952381, 32.265578231, 32.770612245, 33.258231293, 33.7869161, 34.300952381, 34.827913832]"
Morrison's,10,,jig,10_v06.mp3,youtube.com/watch/NpQ8kEY9oq8,ensemble,"flute, guitar","[7.754875283, 15.067460317, 22.360816327, 29.753469388]","[0.191564626, 0.751020408, 1.28, 1.707755102, 2.216961451, 2.666530612, 3.132335601, 3.584648526, 4.053560091, 4.549591837, 5.013786848, 5.434557823, 5.921587302, 6.390657596, 6.860816327, 7.28739229, 7.754875283, 8.188027211, 8.655963719, 9.130408163, 9.604875283, 10.065918367, 10.53861678, 10.965056689, 11.415464853, 11.864988662, 12.330249433, 12.782789116, 13.260566893, 13.717505669, 14.206870748, 14.636734694, 15.067460317, 15.535011338, 16.002335601, 16.469659864, 16.928911565, 17.385646259, 17.872222222, 18.300181406, 18.768752834, 19.220340136, 19.691292517, 20.147936508, 20.572176871, 21.028662132, 21.512494331, 21.94877551, 22.393628118, 22.852426304, 23.333628118, 23.776666667, 24.272086168, 24.735873016, 25.18829932, 25.652562358, 26.083673469, 26.547800454, 26.996938776, 27.444285714, 27.916394558, 28.388344671, 28.816870748, 29.324920635, 29.7761678]"
Morrison's,10,,jig,10_v07.mp3,youtube.com/watch/ykzTaJ-D2mQ,ensemble,"flute, piano","[6.953764172, 14.216417234, 21.449433107, 28.78845805]","[0.129954649, 0.601904762, 1.062312925, 1.515102041, 1.956281179, 2.397460317, 2.867664399, 3.314648526, 3.77324263, 4.233764172, 4.661405896, 5.097936508, 5.565895692, 6.017029478, 6.506938776, 6.953764172, 7.430385488, 7.877369615, 8.318548753, 8.788752834, 9.247346939, 9.679977324, 10.126893424, 10.597573696, 11.06430839, 11.517097506, 11.929251701, 12.391337868, 12.852244898, 13.310839002, 13.752018141, 14.216417234, 14.631768707, 15.110385488, 15.57478458, 16.033378685, 16.491972789, 16.92154195, 17.380136054, 17.793605442, 18.247664399, 18.699750567, 19.13707483, 19.596870748, 20.053424036, 20.491609977, 20.957619048, 21.449433107, 21.925442177, 22.396734694, 22.88, 23.294693878, 23.750725624, 24.251428571, 24.675918367, 25.105941043, 25.564444444, 26.016507937, 26.448412698, 26.915623583, 27.379750567, 27.847301587, 28.299251701]"
Morrison's,10,,jig,10_v08.mp3,youtube.com/watch/rL0F9Y-Lc7w,solo,accordion,"[9.944693878, 18.913696145, 27.811247166, 36.728820862]","[0.51047619, 1.208004535, 1.841632653, 2.420680272, 3.004081633, 3.587482993, 4.175238095, 4.766938776, 5.355102041, 5.908027211, 6.548027211, 7.092244898, 7.642312925, 8.25968254, 8.823650794, 9.380907029, 9.944693878, 10.559433107, 11.12138322, 11.676961451, 12.225442177, 12.781020408, 13.354988662, 13.908412698, 14.487437642, 15.037823129, 15.590408163, 16.14399093, 16.721337868, 17.25893424, 17.818730159, 18.351179138, 18.913696145, 19.488231293, 20.062040816, 20.599138322, 21.16430839, 21.729773243, 22.290294785, 22.818276644, 23.3830839, 23.945759637, 24.494421769, 25.055056689, 25.602562358, 26.122675737, 26.717006803, 27.276780045, 27.811247166, 28.388820862, 28.976666667, 29.531836735, 30.083310658, 30.660544218, 31.199387755, 31.739886621, 32.310975057, 32.894126984, 33.442993197, 33.995963719, 34.527278912, 35.080226757, 35.630907029, 36.165192744, 36.728820862]"
Morrison's,10,,jig,10_v09.mp3,youtube.com/watch/vFz_ozWHKo0,ensemble,"bodhran, whistle","[7.288888889, 14.550612245, 21.827278912, 29.104761905]","[0.021587302, 0.486235828, 0.934603175, 1.377959184, 1.835102041, 2.302426304, 2.76462585, 3.195646259, 3.650612245, 4.116780045, 4.571564626, 5.014399093, 5.459501134, 5.935056689, 6.392789116, 6.847369615, 7.288888889, 7.73877551, 8.202154195, 8.656689342, 9.099319728, 9.580408163, 10.013968254, 10.463718821, 10.920634921, 11.381405896, 11.831292517, 12.288435374, 12.741950113, 13.209977324, 13.659863946, 14.102494331, 14.550612245, 15.020408163, 15.47138322, 15.919705215, 16.380952381, 16.83446712, 17.291609977, 17.752380952, 18.195011338, 18.648526077, 19.116553288, 19.551519274, 20.03446712, 20.463650794, 20.935306122, 21.384965986, 21.827278912, 22.283900227, 22.759727891, 23.19260771, 23.668095238, 24.112471655, 24.590181406, 25.022539683, 25.472063492, 25.926530612, 26.387301587, 26.837188209, 27.300839002, 27.766598639, 28.204988662, 28.658503401, 29.104761905]"
Morrison's,10,,jig,10_v10.mp3,youtube.com/watch/EbiYgaGqgX0,ensemble,"piano, fiddle, whistle","[7.096598639, 14.168231293, 21.330770975, 28.453945578]","[0.050793651, 0.481814059, 0.920997732, 1.359727891, 1.775328798, 2.218548753, 2.684807256, 3.134693878, 3.564263039, 4.025759637, 4.458231293, 4.868684807, 5.338503401, 5.773061224, 6.226734694, 6.658321995, 7.096598639, 7.570045351, 8.002789116, 8.435396825, 8.877188209, 9.321814059, 9.750090703, 10.17755102, 10.624195011, 11.090929705, 11.516507937, 11.966621315, 12.41170068, 12.84170068, 13.271043084, 13.703378685, 14.168231293, 14.622789116, 15.066417234, 15.489092971, 15.941451247, 16.395260771, 16.839115646, 17.316281179, 17.74723356, 18.227664399, 18.67755102, 19.121632653, 19.577324263, 20.02430839, 20.45968254, 20.906666667, 21.330770975, 21.786122449, 22.224399093, 22.680090703, 23.124172336, 23.594376417, 24.079092971, 24.517369615, 24.917913832, 25.358367347, 25.815510204, 26.253061224, 26.69446712, 27.129455782, 27.600680272, 28.044217687, 28.453945578]"
Morrison's,10,,jig,10_v11.mp3,youtube.com/watch/XgXwIIHAmaw,ensemble,"piano, fiddle","[6.460068027, 12.862040816, 19.152834467, 25.488390023]","[0.107301587, 0.52244898, 0.932721088, 1.341587302, 1.731632653, 2.121088435, 2.547868481, 2.955986395, 3.343673469, 3.706689342, 4.110725624, 4.498503401, 4.863106576, 5.278820862, 5.681451247, 6.047346939, 6.460068027, 6.849229025, 7.258843537, 7.624240363, 8.027913832, 8.433764172, 8.823038549, 9.225510204, 9.609795918, 10.017959184, 10.44244898, 10.808163265, 11.186190476, 11.570702948, 11.976417234, 12.42122449, 12.862040816, 13.247346939, 13.619954649, 13.986303855, 14.380408163, 14.762811791, 15.148752834, 15.593650794, 15.982108844, 16.388208617, 16.73399093, 17.175510204, 17.567346939, 17.955555556, 18.340929705, 18.790022676, 19.152834467, 19.544671202, 19.925623583, 20.321088435, 20.71292517, 21.151927438, 21.525623583, 21.886553288, 22.31292517, 22.715646259, 23.092063492, 23.476553288, 23.885895692, 24.290657596, 24.682358277, 25.121088435, 25.488390023]"
The Banks Of Lough Gowna,11,https://thesession.org/tunes/775,jig,11_v01.mp3,youtube.com/watch/-eiqhVmSPcs,solo,mandolin,"[9.460680272, 18.923537415, 28.103560091, 37.321904762]","[0.03047619, 0.664489796, 1.231020408, 1.831836735, 2.398390023, 2.973061224, 3.549387755, 4.161632653, 4.782040816, 5.353650794, 5.932698413, 6.505941043, 7.089342404, 7.675646259, 8.261950113, 8.851156463, 9.460680272, 10.091972789, 10.66521542, 11.247460317, 11.839478458, 12.398004535, 12.982857143, 13.568253968, 14.19047619, 14.811428571, 15.385396825, 15.963287982, 16.558730159, 17.141587302, 17.747301587, 18.342312925, 18.923537415, 19.476462585, 20.060952381, 20.643265306, 21.222312925, 21.800272109, 22.35537415, 22.917006803, 23.516734694, 24.078367347, 24.651972789, 25.223401361, 25.806802721, 26.352108844, 26.939863946, 27.521269841, 28.103560091, 28.676371882, 29.246984127, 29.807165533, 30.393469388, 30.985578231, 31.520657596, 32.086349206, 32.666666667, 33.239365079, 33.84, 34.405827664, 35.013333333, 35.580430839, 36.153650794, 36.706031746, 37.321904762]"
The Banks Of Lough Gowna,11,,jig,11_v02.mp3,youtube.com/watch/aDLMudJC7c4,ensemble,"flute, guitar","[11.573333333, 22.125714286, 32.415056689, 42.576507937]","[0.132063492, 0.938911565, 1.56952381, 2.299387755, 3.052698413, 3.890793651, 4.599365079, 5.285079365, 6.003809524, 6.725079365, 7.418412698, 8.121904762, 8.822857143, 9.508571429, 10.168888889, 10.882539683, 11.573333333, 12.232743764, 12.926984127, 13.56952381, 14.232380952, 14.902040816, 15.527868481, 16.183061224, 16.83600907, 17.511088435, 18.146666667, 18.797732426, 19.447936508, 20.107709751, 20.773151927, 21.461043084, 22.125714286, 22.746848073, 23.431836735, 24.070385488, 24.720544218, 25.367800454, 26.001904762, 26.639160998, 27.284285714, 27.932879819, 28.593356009, 29.213605442, 29.878276644, 30.473287982, 31.10893424, 31.770702948, 32.415056689, 33.022267574, 33.695918367, 34.348117914, 34.998276644, 35.622312925, 36.255056689, 36.908117914, 37.531088435, 38.13877551, 38.791836735, 39.410249433, 39.996371882, 40.687256236, 41.34814059, 41.942857143, 42.576507937]"
The Banks Of Lough Gowna,11,,jig,11_v03.mp3,youtube.com/watch/K71jjRUPUqE,solo,whistle,"[9.30829932, 18.159455782, 26.927369615, 35.613333333]","[0.250340136, 0.835918367, 1.386666667, 1.972244898, 2.545147392, 3.104217687, 3.696326531, 4.24707483, 4.810884354, 5.356190476, 5.931972789, 6.504875283, 7.058526077, 7.612517007, 8.171451247, 8.724897959, 9.30829932, 9.863401361, 10.408956916, 10.963129252, 11.522834467, 12.09015873, 12.642879819, 13.207845805, 13.7361678, 14.315102041, 14.878911565, 15.423129252, 15.973877551, 16.478911565, 17.079727891, 17.608707483, 18.159455782, 18.701496599, 19.245714286, 19.790113379, 20.321088435, 20.875351474, 21.407346939, 21.942086168, 22.528435374, 23.063469388, 23.59292517, 24.158888889, 24.707482993, 25.262585034, 25.833197279, 26.381496599, 26.927369615, 27.48952381, 28.043424036, 28.564285714, 29.067755102, 29.630612245, 30.163582766, 30.698231293, 31.266394558, 31.810748299, 32.330884354, 32.851156463, 33.388843537, 33.915646259, 34.448979592, 35.058503401, 35.613333333]"
The Banks Of Lough Gowna,11,,jig,11_v04.mp3,youtube.com/watch/p44lBEK0S6c,solo,accordion,"[9.182040816, 18.409070295, 27.585306122, 36.658503401]","[0.034829932, 0.566530612, 1.14122449, 1.746938776, 2.284081633, 2.857142857, 3.431836735, 4.029387755, 4.584489796, 5.193469388, 5.73877551, 6.313469388, 6.907936508, 7.469387755, 8.034285714, 8.599183673, 9.182040816, 9.745306122, 10.337959184, 10.911020408, 11.495510204, 12.096326531, 12.672653061, 13.247346939, 13.817142857, 14.414693878, 14.969795918, 15.557165533, 16.124081633, 16.728163265, 17.304489796, 17.866235828, 18.409070295, 19.002630385, 19.584580499, 20.160725624, 20.755736961, 21.336235828, 21.873197279, 22.452244898, 23.02984127, 23.595827664, 24.176326531, 24.723446712, 25.319909297, 25.877188209, 26.443174603, 26.998911565, 27.585306122, 28.157097506, 28.746303855, 29.2861678, 29.879727891, 30.466031746, 31.039274376, 31.582040816, 32.166893424, 32.72707483, 33.24952381, 33.827120181, 34.416326531, 34.963446712, 35.529433107, 36.09106576, 36.658503401]"
The Banks Of Lough Gowna,11,,jig,11_v05.mp3,youtube.com/watch/pvBtF84VUYQ,solo,fiddle,"[9.648979592, 18.340136054, 26.888707483, 35.427913832]","[0.393673469, 1.0430839, 1.689251701, 2.314739229, 2.890884354, 3.492063492, 4.081632653, 4.655600907, 5.253514739, 5.845623583, 6.38185941, 6.92244898, 7.482630385, 8.04861678, 8.56154195, 9.111269841, 9.648979592, 10.217006803, 10.769251701, 11.321927438, 11.865351474, 12.398662132, 12.943310658, 13.500657596, 14.020861678, 14.572335601, 15.136507937, 15.661768707, 16.209886621, 16.721995465, 17.259909297, 17.791269841, 18.340136054, 18.877097506, 19.452154195, 19.998185941, 20.502335601, 21.040294785, 21.565396825, 22.114829932, 22.659047619, 23.156485261, 23.711564626, 24.250340136, 24.764081633, 25.257460317, 25.811156463, 26.356462585, 26.888707483, 27.438367347, 28.015238095, 28.543129252, 29.093877551, 29.630839002, 30.14462585, 30.665578231, 31.194557823, 31.6861678, 32.288435374, 32.801632653, 33.35047619, 33.853061224, 34.337959184, 34.904489796, 35.427913832]"
